UTC,Ask,Bid,Ask Volume,Bid Volume
23.02.2026 00:02:01.915 UTC,1.18279,1.18278,0.9,2.25
23.02.2026 00:02:03.134 UTC,1.18279,1.18277,0.9,2.7
23.02.2026 00:02:04.205 UTC,1.18282,1.1828,0.9,1.8
23.02.2026 00:02:04.258 UTC,1.18283,1.18282,0.9,0.9
23.02.2026 00:02:04.311 UTC,1.18285,1.18282,4.3,0.9
23.02.2026 00:02:04.568 UTC,1.18285,1.18281,0.9,0.9
23.02.2026 00:02:05.982 UTC,1.18284,1.1828,1.8,1.8
23.02.2026 00:02:06.095 UTC,1.18283,1.18281,2.7,1.8
23.02.2026 00:02:06.604 UTC,1.18282,1.18281,1.8,0.9
23.02.2026 00:02:06.657 UTC,1.18281,1.18279,2.7,0.9
23.02.2026 00:02:06.762 UTC,1.18281,1.18276,2.7,1.8
23.02.2026 00:02:09.797 UTC,1.1828,1.18276,0.9,0.9
23.02.2026 00:02:10.053 UTC,1.18281,1.18276,3.6,0.9
23.02.2026 00:02:10.157 UTC,1.18279,1.18277,0.9,1.8
23.02.2026 00:02:10.411 UTC,1.18281,1.18276,2.7,1.8
23.02.2026 00:02:11.176 UTC,1.18279,1.18277,0.9,0.9
23.02.2026 00:02:12.300 UTC,1.1828,1.18277,3.6,1.8
23.02.2026 00:02:15.493 UTC,1.18281,1.18279,2.7,2.7
23.02.2026 00:02:15.547 UTC,1.18285,1.18282,4.3,0.9
23.02.2026 00:02:16.319 UTC,1.18285,1.18283,3.6,0.9
23.02.2026 00:02:16.424 UTC,1.18287,1.18284,0.9,0.9
23.02.2026 00:02:16.479 UTC,1.1829,1.18288,0.22,1.8
23.02.2026 00:02:16.533 UTC,1.18292,1.18289,0.9,1.8
23.02.2026 00:02:16.688 UTC,1.18293,1.1829,2.7,1.8
23.02.2026 00:02:16.743 UTC,1.18295,1.18292,0.9,0.9
23.02.2026 00:02:16.849 UTC,1.18296,1.18295,0.9,0.9
23.02.2026 00:02:17.666 UTC,1.18296,1.18294,2.7,1.8
23.02.2026 00:02:17.771 UTC,1.18298,1.18294,2.7,0.9
23.02.2026 00:02:18.289 UTC,1.18297,1.18293,1.8,0.9
23.02.2026 00:02:18.393 UTC,1.18295,1.18293,0.9,0.9
23.02.2026 00:02:20.367 UTC,1.18296,1.18291,2.7,1.8
23.02.2026 00:02:22.091 UTC,1.18296,1.18292,1.8,0.9
23.02.2026 00:02:22.195 UTC,1.18294,1.18292,1.8,0.9
23.02.2026 00:02:23.175 UTC,1.18296,1.18292,2.7,0.9
23.02.2026 00:02:23.790 UTC,1.18295,1.18294,1.8,0.9
23.02.2026 00:02:24.356 UTC,1.18295,1.18294,0.9,0.9
23.02.2026 00:02:24.465 UTC,1.18297,1.18296,0.9,0.9
23.02.2026 00:02:24.570 UTC,1.18299,1.18295,2.7,0.9
23.02.2026 00:02:24.675 UTC,1.18298,1.18293,0.9,4.5
23.02.2026 00:02:24.832 UTC,1.18297,1.18295,0.9,1.8
23.02.2026 00:02:25.140 UTC,1.18298,1.18293,0.9,2.7
23.02.2026 00:02:25.194 UTC,1.18298,1.18296,0.9,0.9
23.02.2026 00:02:25.298 UTC,1.18299,1.18296,3.6,0.9
23.02.2026 00:02:26.263 UTC,1.18297,1.18295,0.9,1.8
23.02.2026 00:02:26.421 UTC,1.18301,1.18299,0.22,1.8
23.02.2026 00:02:26.527 UTC,1.18303,1.18301,0.9,1.8
23.02.2026 00:02:26.632 UTC,1.18304,1.18299,0.9,2.7
23.02.2026 00:02:26.943 UTC,1.18304,1.18301,1.8,0.9
23.02.2026 00:02:27.150 UTC,1.18303,1.183,0.9,2.7
23.02.2026 00:02:27.664 UTC,1.18302,1.18299,0.9,3.6
23.02.2026 00:02:28.544 UTC,1.18304,1.18301,3.6,1.8
23.02.2026 00:02:28.649 UTC,1.18305,1.18301,1.8,0.9
23.02.2026 00:02:28.753 UTC,1.18306,1.18302,1.8,0.9
23.02.2026 00:02:30.829 UTC,1.18306,1.18301,1.8,1.8
23.02.2026 00:02:32.673 UTC,1.18299,1.18298,0.9,1.8
23.02.2026 00:02:32.728 UTC,1.18297,1.18294,0.9,5.4
23.02.2026 00:02:32.885 UTC,1.18296,1.18293,1.8,0.9
23.02.2026 00:02:34.331 UTC,1.18298,1.18295,0.9,2.7
23.02.2026 00:02:34.437 UTC,1.18299,1.18298,0.9,0.9
23.02.2026 00:02:34.490 UTC,1.183,1.18298,1.8,0.9
23.02.2026 00:02:36.314 UTC,1.18299,1.18296,1.8,1.8
23.02.2026 00:02:40.255 UTC,1.183,1.18296,1.8,0.9
23.02.2026 00:02:40.412 UTC,1.183,1.18295,0.9,2.7
23.02.2026 00:02:40.718 UTC,1.18301,1.18296,1.8,0.9
23.02.2026 00:02:43.601 UTC,1.183,1.18295,0.9,2.7
23.02.2026 00:02:44.570 UTC,1.18296,1.18295,0.9,0.9
23.02.2026 00:02:44.676 UTC,1.18296,1.18292,1.8,0.9
23.02.2026 00:02:45.648 UTC,1.18295,1.1829,1.8,1.8
23.02.2026 00:02:46.364 UTC,1.18291,1.18289,0.9,0.9
23.02.2026 00:02:46.418 UTC,1.1829,1.18286,1.8,0.9
23.02.2026 00:02:46.472 UTC,1.18288,1.18285,0.9,7.2
23.02.2026 00:02:46.577 UTC,1.18288,1.18286,0.9,0.9
23.02.2026 00:02:46.989 UTC,1.18287,1.18285,1.8,1.8
23.02.2026 00:02:47.043 UTC,1.18285,1.18284,0.9,0.9
23.02.2026 00:02:47.096 UTC,1.18285,1.18281,0.9,0.9
23.02.2026 00:02:47.202 UTC,1.18286,1.18281,1.8,0.9
23.02.2026 00:02:47.824 UTC,1.18283,1.1828,0.9,2.7
23.02.2026 00:02:48.087 UTC,1.18282,1.18278,0.9,1.8
23.02.2026 00:02:48.193 UTC,1.18279,1.18277,0.9,0.9
23.02.2026 00:02:48.299 UTC,1.18279,1.18276,0.9,3.6
23.02.2026 00:02:48.455 UTC,1.18279,1.18277,0.9,0.9
23.02.2026 00:02:48.559 UTC,1.18279,1.18276,0.9,3.6
23.02.2026 00:02:48.667 UTC,1.18278,1.18274,1.8,0.9
23.02.2026 00:02:48.774 UTC,1.18277,1.18272,1.8,1.8
23.02.2026 00:02:48.888 UTC,1.18276,1.18271,0.9,0.9
23.02.2026 00:02:49.199 UTC,1.18272,1.18271,0.9,0.9
23.02.2026 00:02:49.254 UTC,1.18271,1.18269,1.8,0.9
23.02.2026 00:02:49.358 UTC,1.18271,1.18268,1.8,1.8
23.02.2026 00:02:49.412 UTC,1.18273,1.18271,1.8,0.9
23.02.2026 00:02:49.518 UTC,1.18275,1.18271,0.9,1.8
23.02.2026 00:02:51.090 UTC,1.18275,1.18272,1.8,1.8
23.02.2026 00:02:54.802 UTC,1.18276,1.18275,0.9,0.9
23.02.2026 00:02:54.857 UTC,1.18278,1.18277,0.9,0.9
23.02.2026 00:02:55.016 UTC,1.18281,1.18276,1.8,1.8
23.02.2026 00:02:58.483 UTC,1.1828,1.18275,0.9,1.8
23.02.2026 00:03:01.819 UTC,1.1828,1.18276,0.9,0.9
23.02.2026 00:03:01.972 UTC,1.18281,1.18276,1.8,1.8
23.02.2026 00:03:02.680 UTC,1.1828,1.18275,0.9,2.7
23.02.2026 00:03:03.243 UTC,1.18277,1.18276,0.9,0.9
23.02.2026 00:03:03.298 UTC,1.18278,1.18273,1.8,2.7
23.02.2026 00:03:03.404 UTC,1.18278,1.18274,1.8,0.9
23.02.2026 00:03:03.509 UTC,1.18277,1.18274,1.8,0.9
23.02.2026 00:03:03.614 UTC,1.18279,1.18275,2.7,0.9
23.02.2026 00:03:03.668 UTC,1.18278,1.18273,1.8,1.8
23.02.2026 00:03:03.773 UTC,1.18277,1.18273,0.9,1.8
23.02.2026 00:03:05.254 UTC,1.18275,1.1827,0.9,3.6
23.02.2026 00:03:06.120 UTC,1.18275,1.18271,0.9,0.9
23.02.2026 00:03:06.225 UTC,1.18275,1.18273,0.9,0.9
23.02.2026 00:03:07.251 UTC,1.18277,1.18274,2.7,3.6
23.02.2026 00:03:07.304 UTC,1.18278,1.18277,0.9,0.9
23.02.2026 00:03:07.461 UTC,1.1828,1.18276,1.8,0.9
23.02.2026 00:03:10.912 UTC,1.18278,1.18275,0.9,1.8
23.02.2026 00:03:11.018 UTC,1.18275,1.18274,0.9,0.9
23.02.2026 00:03:11.124 UTC,1.18275,1.18273,1.8,0.9
23.02.2026 00:03:12.950 UTC,1.18274,1.18272,2.7,1.8
23.02.2026 00:03:13.006 UTC,1.1827,1.18268,0.9,1.35
23.02.2026 00:03:13.114 UTC,1.18272,1.1827,1.8,0.9
23.02.2026 00:03:13.222 UTC,1.1827,1.18269,1.8,0.9
23.02.2026 00:03:13.276 UTC,1.1827,1.18266,0.9,2.02
23.02.2026 00:03:13.736 UTC,1.1827,1.18268,1.8,0.9
23.02.2026 00:03:14.349 UTC,1.18271,1.18269,0.9,0.9
23.02.2026 00:03:14.406 UTC,1.18274,1.1827,1.8,2.7
23.02.2026 00:03:14.512 UTC,1.18273,1.18272,0.9,4.5
23.02.2026 00:03:14.564 UTC,1.18275,1.18273,2.7,0.9
23.02.2026 00:03:15.431 UTC,1.18278,1.18274,0.9,2.7
23.02.2026 00:03:15.639 UTC,1.1828,1.18275,0.9,1.8
23.02.2026 00:03:16.357 UTC,1.18278,1.18273,0.9,6.3
23.02.2026 00:03:16.463 UTC,1.18276,1.18274,0.9,2.7
23.02.2026 00:03:17.394 UTC,1.18278,1.18274,0.9,0.9
23.02.2026 00:03:17.655 UTC,1.18278,1.18274,0.9,5.4
23.02.2026 00:03:17.708 UTC,1.18294,1.18293,5.4,0.9
23.02.2026 00:03:17.815 UTC,1.18295,1.18291,0.9,1.8
23.02.2026 00:03:17.920 UTC,1.18296,1.18293,2.7,0.9
23.02.2026 00:03:18.893 UTC,1.18295,1.18292,0.9,0.9
23.02.2026 00:03:19.662 UTC,1.18294,1.18292,0.9,1.8
23.02.2026 00:03:19.767 UTC,1.18296,1.18292,1.8,0.9
